gene_name,gene_ensembl_ID,iso_ensembl_ID
ENSCAFG00000023586-a-2,ENSCAFG00000023586.2,ENSCAFT00000036341.2
B3GALT4,ENSCAFG00000000952.3,ENSCAFT00000001474.3
ENSCAFG00000031301-a-1,ENSCAFG00000031301.1,ENSCAFT00000047587.1
ZBTB22,ENSCAFG00000000977.4,ENSCAFT00000001511.4
ENSCAFG00000032320-a-1,ENSCAFG00000032320.1,ENSCAFT00000049373.1
CCR3,ENSCAFG00000013794.3,ENSCAFT00000021903.3
XCR1,ENSCAFG00000013815.3,ENSCAFT00000021930.3
CXCR6,ENSCAFG00000013874.3,ENSCAFT00000022013.3
ZNF501,ENSCAFG00000029650.1,ENSCAFT00000044810.1
TSSK6,ENSCAFG00000030319.1,ENSCAFT00000045956.1
ENSCAFG00000014886-a-2,ENSCAFG00000014886.2,ENSCAFT00000023634.2
JUND,ENSCAFG00000023338.3,ENSCAFT00000035836.3
ENSCAFG00000029989-a-1,ENSCAFG00000029989.1,ENSCAFT00000045421.1
PPDPF,ENSCAFG00000015555.2,ENSCAFT00000024651.2
ENSCAFG00000028520-a-1,ENSCAFG00000028520.1,ENSCAFT00000025043.3
ENSCAFG00000031088-a-1,ENSCAFG00000031088.1,ENSCAFT00000025044.3
ENSCAFG00000030903-a-1,ENSCAFG00000030903.1,ENSCAFT00000046943.1
ENSCAFG00000028658-a-1,ENSCAFG00000028658.1,ENSCAFT00000043064.1
ENSCAFG00000031847-a-1,ENSCAFG00000031847.1,ENSCAFT00000048548.1
ENSCAFG00000030505-a-1,ENSCAFG00000030505.1,ENSCAFT00000046260.1
ENSCAFG00000030457-a-1,ENSCAFG00000030457.1,ENSCAFT00000046172.1
ENSCAFG00000032506-a-1,ENSCAFG00000032506.1,ENSCAFT00000049726.1
ENSCAFG00000029198-a-1,ENSCAFG00000029198.1,ENSCAFT00000044000.1
ENSCAFG00000030673-a-1,ENSCAFG00000030673.1,ENSCAFT00000046566.1
ENSCAFG00000032665-a-1,ENSCAFG00000032665.1,ENSCAFT00000050022.1
ENSCAFG00000030549-a-1,ENSCAFG00000030549.1,ENSCAFT00000046343.1
ENSCAFG00000032644-a-1,ENSCAFG00000032644.1,ENSCAFT00000025675.3
CFOLF4,ENSCAFG00000029023.1,ENSCAFT00000043683.1
ENSCAFG00000031363-a-1,ENSCAFG00000031363.1,ENSCAFT00000047696.1
ENSCAFG00000030406-a-1,ENSCAFG00000030406.1,ENSCAFT00000046068.1
ENSCAFG00000031256-a-1,ENSCAFG00000031256.1,ENSCAFT00000047519.1
ENSCAFG00000032513-a-1,ENSCAFG00000032513.1,ENSCAFT00000049743.1
ENSCAFG00000029373-a-1,ENSCAFG00000029373.1,ENSCAFT00000044315.1
IER2,ENSCAFG00000023155.3,ENSCAFT00000035428.3
ENSCAFG00000017164-a-3,ENSCAFG00000017164.3,ENSCAFT00000027182.3
JUNB,ENSCAFG00000028848.1,ENSCAFT00000043415.1
ENSCAFG00000029717-a-1,ENSCAFG00000029717.1,ENSCAFT00000044950.1
S1PR5,ENSCAFG00000017781.4,ENSCAFT00000028190.4
ENSCAFG00000032037-a-1,ENSCAFG00000032037.1,ENSCAFT00000048879.1
ENSCAFG00000023013-a-2,ENSCAFG00000023013.2,ENSCAFT00000035113.2
ENSCAFG00000008776-a-2,ENSCAFG00000008776.2,ENSCAFT00000013940.2
ENSCAFG00000024360-a-2,ENSCAFG00000024360.2,ENSCAFT00000037632.2
ENSCAFG00000032058-a-1,ENSCAFG00000032058.1,ENSCAFT00000048917.1
ENSCAFG00000030274-a-1,ENSCAFG00000030274.1,ENSCAFT00000045889.1
ENSCAFG00000031235-a-1,ENSCAFG00000031235.1,ENSCAFT00000047491.1
ENSCAFG00000032141-a-1,ENSCAFG00000032141.1,ENSCAFT00000049050.1
ENSCAFG00000030401-a-1,ENSCAFG00000030401.1,ENSCAFT00000046062.1
MBD3L1,ENSCAFG00000018139.3,ENSCAFT00000028815.3
ENSCAFG00000018144-a-3,ENSCAFG00000018144.3,ENSCAFT00000028819.3
ENSCAFG00000031098-a-1,ENSCAFG00000031098.1,ENSCAFT00000047256.1
TRAPPC5,ENSCAFG00000024217.1,ENSCAFT00000037435.1
ACTL9,ENSCAFG00000018565.1,ENSCAFT00000029470.1
ENSCAFG00000018757-a-2,ENSCAFG00000018757.2,ENSCAFT00000029771.2
ENSCAFG00000024716-a-2,ENSCAFG00000024716.2,ENSCAFT00000038158.2
ENSCAFG00000008104-a-3,ENSCAFG00000008104.3,ENSCAFT00000012906.3
ENSCAFG00000008117-a-3,ENSCAFG00000008117.3,ENSCAFT00000012920.3
PNMA2,ENSCAFG00000008813.3,ENSCAFT00000013996.3
ENSCAFG00000025105-a-2,ENSCAFG00000025105.2,ENSCAFT00000038903.2
NKX3-1,ENSCAFG00000009107.3,ENSCAFT00000014483.3
ENSCAFG00000031071-a-1,ENSCAFG00000031071.1,ENSCAFT00000047210.1
ENSCAFG00000010555-a-3,ENSCAFG00000010555.3,ENSCAFT00000016777.3
ENSCAFG00000029276-a-1,ENSCAFG00000029276.1,ENSCAFT00000044133.1
ENSCAFG00000031683-a-1,ENSCAFG00000031683.1,ENSCAFT00000048275.1
GPR55,ENSCAFG00000010749.3,ENSCAFT00000017096.3
ENSCAFG00000029715-a-1,ENSCAFG00000029715.1,ENSCAFT00000044938.1
TEX44,ENSCAFG00000011088.2,ENSCAFT00000017635.2
ENSCAFG00000031066-a-1,ENSCAFG00000031066.1,ENSCAFT00000047199.1
ENSCAFG00000011889-a-1,ENSCAFG00000011889.1,ENSCAFT00000018881.1
ARL4C,ENSCAFG00000012001.2,ENSCAFT00000019059.2
ENSCAFG00000029258-a-1,ENSCAFG00000029258.1,ENSCAFT00000044105.1
ACKR3,ENSCAFG00000012206.3,ENSCAFT00000019378.3
ENSCAFG00000031087-a-1,ENSCAFG00000031087.1,ENSCAFT00000047233.1
TWIST2,ENSCAFG00000012469.2,ENSCAFT00000019798.2
ROMO1,ENSCAFG00000012588.3,ENSCAFT00000020000.3
ENSCAFG00000032190-a-1,ENSCAFG00000032190.1,ENSCAFT00000049132.1
ENSCAFG00000029008-a-1,ENSCAFG00000029008.1,ENSCAFT00000037691.2
ENSCAFG00000030165-a-1,ENSCAFG00000030165.1,ENSCAFT00000045685.1
ENSCAFG00000032510-a-1,ENSCAFG00000032510.1,ENSCAFT00000049730.1
ENSCAFG00000029368-a-1,ENSCAFG00000029368.1,ENSCAFT00000044297.1
COR9S5,ENSCAFG00000031049.1,ENSCAFT00000047177.1
ENSCAFG00000029035-a-1,ENSCAFG00000029035.1,ENSCAFT00000043709.1
ENSCAFG00000023772-a-2,ENSCAFG00000023772.2,ENSCAFT00000036760.2
ENSCAFG00000032707-a-1,ENSCAFG00000032707.1,ENSCAFT00000050110.1
ENSCAFG00000032116-a-1,ENSCAFG00000032116.1,ENSCAFT00000049009.1
ENSCAFG00000028721-a-1,ENSCAFG00000028721.1,ENSCAFT00000043170.1
ENSCAFG00000031325-a-1,ENSCAFG00000031325.1,ENSCAFT00000047629.1
TAS2R1,ENSCAFG00000024557.1,ENSCAFT00000037902.1
ENSCAFG00000031045-a-1,ENSCAFG00000031045.1,ENSCAFT00000047165.1
ENSCAFG00000010422-a-4,ENSCAFG00000010422.4,ENSCAFT00000016549.4
ENSCAFG00000028680-a-1,ENSCAFG00000028680.1,ENSCAFT00000043113.1
ENSCAFG00000031755-a-1,ENSCAFG00000031755.1,ENSCAFT00000048417.1
ENSCAFG00000031141-a-1,ENSCAFG00000031141.1,ENSCAFT00000047329.1
MRPL36,ENSCAFG00000010448.3,ENSCAFT00000016580.3
ENSCAFG00000032477-a-1,ENSCAFG00000032477.1,ENSCAFT00000049657.1
ENSCAFG00000028549-a-1,ENSCAFG00000028549.1,ENSCAFT00000042897.1
ENSCAFG00000011068-a-3,ENSCAFG00000011068.3,ENSCAFT00000027711.3
SOX2,ENSCAFG00000011642.4,ENSCAFT00000018476.4
B3GNT5,ENSCAFG00000011824.3,ENSCAFT00000018761.3
ENSCAFG00000011837-a-2,ENSCAFG00000011837.2,ENSCAFT00000018792.2
ENSCAFG00000030538-a-1,ENSCAFG00000030538.1,ENSCAFT00000046333.1
ENSCAFG00000012910-a-1,ENSCAFG00000012910.1,ENSCAFT00000020487.1
ENSCAFG00000030506-a-1,ENSCAFG00000030506.1,ENSCAFT00000046262.1
ENSCAFG00000013551-a-1,ENSCAFG00000013551.1,ENSCAFT00000021494.1
ZNF280B,ENSCAFG00000013594.3,ENSCAFT00000021544.3
ENSCAFG00000015176-a-3,ENSCAFG00000015176.3,ENSCAFT00000024081.3
ENSCAFG00000029493-a-1,ENSCAFG00000029493.1,ENSCAFT00000021631.3
ENSCAFG00000032057-a-1,ENSCAFG00000032057.1,ENSCAFT00000036942.2
ENSCAFG00000030886-a-1,ENSCAFG00000030886.1,ENSCAFT00000046919.1
ENSCAFG00000029652-a-1,ENSCAFG00000029652.1,ENSCAFT00000044820.1
ZNF70,ENSCAFG00000029579.1,ENSCAFT00000044669.1
ENSCAFG00000028521-a-1,ENSCAFG00000028521.1,ENSCAFT00000042856.1
ENSCAFG00000023784-a-2,ENSCAFG00000023784.2,ENSCAFT00000036783.2
ENSCAFG00000032559-a-1,ENSCAFG00000032559.1,ENSCAFT00000049828.1
ENSCAFG00000030218-a-1,ENSCAFG00000030218.1,ENSCAFT00000045786.1
ENSCAFG00000015433-a-1,ENSCAFG00000015433.1,ENSCAFT00000024479.1
ENSCAFG00000029370-a-1,ENSCAFG00000029370.1,ENSCAFT00000044307.1
ENSCAFG00000031699-a-1,ENSCAFG00000031699.1,ENSCAFT00000048308.1
ENSCAFG00000029090-a-1,ENSCAFG00000029090.1,ENSCAFT00000043805.1
ENSCAFG00000030844-a-1,ENSCAFG00000030844.1,ENSCAFT00000046827.1
CH25H,ENSCAFG00000015717.3,ENSCAFT00000024895.3
ENSCAFG00000028725-a-1,ENSCAFG00000028725.1,ENSCAFT00000043182.1
ENSCAFG00000013572-a-3,ENSCAFG00000013572.3,ENSCAFT00000021521.3
DNAJB8,ENSCAFG00000004138.4,ENSCAFT00000006631.4
GP9,ENSCAFG00000004342.2,ENSCAFT00000006969.2
ENSCAFG00000004411-a-3,ENSCAFG00000004411.3,ENSCAFT00000007100.3
ENSCAFG00000004426-a-3,ENSCAFG00000004426.3,ENSCAFT00000007132.3
ENSCAFG00000004590-a-3,ENSCAFG00000004590.3,ENSCAFT00000007400.3
ENSCAFG00000004933-a-2,ENSCAFG00000004933.2,ENSCAFT00000007931.2
ENSCAFG00000030660-a-1,ENSCAFG00000030660.1,ENSCAFT00000046547.1
HRH1,ENSCAFG00000005023.3,ENSCAFT00000008071.3
ENSCAFG00000005959-a-3,ENSCAFG00000005959.3,ENSCAFT00000009616.3
ENSCAFG00000031692-a-1,ENSCAFG00000031692.1,ENSCAFT00000048297.1
LRRN1,ENSCAFG00000005960.2,ENSCAFT00000009620.2
ENSCAFG00000029719-a-1,ENSCAFG00000029719.1,ENSCAFT00000044957.1
ENSCAFG00000024096-a-1,ENSCAFG00000024096.1,ENSCAFT00000037302.1
ENSCAFG00000007181-a-1,ENSCAFG00000007181.1,ENSCAFT00000011513.1
GPR101,ENSCAFG00000018968.3,ENSCAFT00000030127.3
GPR62,ENSCAFG00000010033.4,ENSCAFT00000015959.4
ENSCAFG00000030333-a-1,ENSCAFG00000030333.1,ENSCAFT00000030153.1
ENSCAFG00000018988-a-3,ENSCAFG00000018988.3,ENSCAFT00000030155.3
IQCF6,ENSCAFG00000029207.1,ENSCAFT00000044015.1
ENSCAFG00000010126-a-1,ENSCAFG00000010126.1,ENSCAFT00000016083.1
ENSCAFG00000019025-a-3,ENSCAFG00000019025.3,ENSCAFT00000030218.3
RBM15B,ENSCAFG00000010266.4,ENSCAFT00000016286.4
SOX3,ENSCAFG00000019026.4,ENSCAFT00000030220.4
AMIGO3,ENSCAFG00000011248.4,ENSCAFT00000017896.4
ZNF239,ENSCAFG00000031910.1,ENSCAFT00000048649.1
UCN2,ENSCAFG00000012466.2,ENSCAFT00000019790.2
HNRNPF,ENSCAFG00000007044.2,ENSCAFT00000011299.2
